STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Bihar,Muzaffarpur,RCPLWEA,25,16,24,12,1,4,358.548,521.57931,350.921,529.8283,2.428
Bihar,Muzaffarpur,PMGSY-III,40,13,37,1,3,12,290.767,260.62108,269.435,194.5489,18.69
Bihar,Nawada,PMGSY-III,2,0,2,0,0,0,15.775,10.59852,15.333,6.4936,0
Bihar,Patna,PMGSY-I,631,19,626,19,5,0,1733.216,879.30644,1641.799,768.5342,14.906
Bihar,Saharsa,PMGSY-I,256,43,253,38,3,5,714.202,558.70765,653.708,513.2616,14.517
Bihar,Sheikhpura,PMGSY-II,5,1,5,1,0,0,18.25,7.24144,18.171,8.038,0
Bihar,Sitamarhi,PMGSY-III,19,17,17,2,2,15,137.915,170.54366,127.504,115.8783,6.542
Bihar,Supaul,PMGSY-I,215,20,213,16,2,4,672.916,468.9238,661.146,436.6297,1.662
Bihar,Supaul,PMGSY-II,4,0,4,0,0,0,26.255,12.94036,26.255,13.0723,0
Bihar,Vaishali,PMGSY-II,16,0,16,0,0,0,60.334,26.46987,60.334,24.3944,0
Bihar,"West Champaran",PMGSY-II,8,0,8,0,0,0,32.895,14.98459,31.893,15.0084,0
Chhattisgarh,Balod,PMGSY-I,214,23,214,23,0,0,832.175,280.70689,782.525,266.796,0
Chhattisgarh,Bastar,PMGSY-II,5,0,5,0,0,0,94.35,48.2962,93.05,50.364,0
Chhattisgarh,Bemetra,PMGSY-II,6,0,6,0,0,0,56.45,32.1929,55.46,30.1534,0
Chhattisgarh,Bijapur,PMGSY-III,5,0,5,0,0,0,28.8,14.4354,28.8,13.7932,0
Chhattisgarh,Dantewada,PMGSY-I,173,1,145,0,28,1,767.685,277.73475,670.405,254.7674,80.8
Chhattisgarh,Dantewada,PMGSY-II,1,0,1,0,0,0,21.2,14.4226,21.2,15.3682,0
Chhattisgarh,Dhamtari,PMGSY-II,9,0,9,0,0,0,123.6,70.3733,123.725,72.6311,0
Chhattisgarh,Durg,PMGSY-I,96,0,96,0,0,0,375,103.6962,354.46,94.6991,0
Chhattisgarh,Durg,PMGSY-II,7,0,7,0,0,0,69.425,40.3848,68.995,36.8385,0
Chhattisgarh,Gariaband,PM-JANMAN,49,0,0,0,49,0,97.645,53.7932,0,0,97.645
Chhattisgarh,"Gaurella Pendra Marwahi",PMGSY-I,150,2,150,2,0,0,627.45,158.5502,599.16,159.7764,0
Chhattisgarh,"Gaurella Pendra Marwahi",PM-JANMAN,15,0,0,0,15,0,43.08,27.8248,0,0,43.08
Chhattisgarh,Jashpur,PM-JANMAN,80,0,0,0,80,0,281.25,214.87552,0,0,281.25
Chhattisgarh,Kanker,PMGSY-II,4,0,4,0,0,0,57.6,29.874,57.4,34.788,0
Chhattisgarh,Kanker,RCPLWEA,124,36,93,17,31,19,690.725,512.91634,529.829,338.3343,155.815
Chhattisgarh,Kanker,PM-JANMAN,4,0,0,0,4,0,4.83,2.91891,0,0,4.83
Chhattisgarh,Mahasamund,PMGSY-I,292,16,292,16,0,0,1151.28,348.5009,1102.227,324.2986,0
Chhattisgarh,Mahasamund,PMGSY-III,15,0,15,0,0,0,159.505,85.94025,159.165,74.2225,0
Chhattisgarh,Narayanpur,RCPLWEA,10,8,0,1,10,7,123.4,117.1387,9.3,27.6503,114.1
Chhattisgarh,Narayanpur,PMGSY-III,1,0,1,0,0,0,10,10.1972,10,9.4707,0
Chhattisgarh,Raigarh,PMGSY-I,483,22,483,22,0,0,1958.525,644.18408,1897.231,596.5049,0
Chhattisgarh,Sukma,RCPLWEA,46,0,11,0,35,0,452.555,257.6045,156.925,119.7254,295.63
Chhattisgarh,Surajpur,PMGSY-II,4,0,4,0,0,0,64.15,40.1638,63.862,27.7811,0
Chhattisgarh,Surajpur,PMGSY-III,21,11,21,4,0,7,293.33,207.60849,293.12,180.1363,0
Goa,"North Goa",PMGSY-I,39,0,39,0,0,0,69.87,4.6652,69.35,0,0
Goa,"South Goa",PMGSY-I,31,0,31,0,0,0,85.98,6.8733,85.98,0,0
Gujarat,Amreli,PMGSY-I,69,0,69,0,0,0,252.19,29.7638,247.64,31.464,0
Gujarat,Banaskantha,PMGSY-II,4,0,4,0,0,0,63.64,32.2719,60.86,27.6393,0
Gujarat,Banaskantha,PMGSY-III,19,4,15,0,4,4,187.94,114.42566,175.05,52.8628,11.71
Gujarat,Bharuch,PMGSY-I,44,0,44,0,0,0,168.47,41.534,166.88,48.5185,0
Gujarat,Botad,PMGSY-III,3,0,3,0,0,0,20.364,9.87661,19.38,8.7543,0
Gujarat,Dahod,PMGSY-I,744,0,744,0,0,0,1541,418.9183,1517.585,426.5685,0
Gujarat,Dangs,PMGSY-I,20,0,20,0,0,0,150.72,43.6524,150.014,46.8724,0
Gujarat,Dangs,PMGSY-III,2,4,2,0,0,4,22.756,36.645,22.756,29.2064,0
Gujarat,"Devbhumi Dwarka",PMGSY-III,7,7,1,0,6,7,71.917,51.44682,26.42,22.8077,45.494
Gujarat,Gandhinagar,PMGSY-III,7,1,7,0,0,1,69.38,43.20693,67.608,31.6639,0
Gujarat,Jamnagar,PMGSY-I,72,0,72,0,0,0,243.655,33.8307,239.925,32.6411,0
Gujarat,Kutch,PMGSY-I,129,0,129,0,0,0,757.26,213.4558,755.43,222.4805,0
Gujarat,Mehsana,PMGSY-II,4,0,4,0,0,0,56.46,39.3364,56.46,30.9787,0
Gujarat,Mehsana,PMGSY-III,12,0,12,0,0,0,109.792,62.84179,102.088,52.1616,0
Gujarat,Navsari,PMGSY-II,4,0,4,0,0,0,27.07,15.2419,27.074,13.2753,0
Gujarat,Navsari,PMGSY-III,8,6,8,0,0,6,61.59,86.0764,62.59,55.2461,0
Gujarat,Panchmahals,PMGSY-II,4,0,4,0,0,0,40.26,25.9157,40.26,23.3817,0
Gujarat,Patan,PMGSY-III,9,0,5,0,4,0,93.808,55.85623,53.158,23.1427,40.65
Gujarat,Porbandar,PMGSY-III,2,0,2,0,0,0,23.15,10.6139,23.15,10.9132,0
Gujarat,Rajkot,PMGSY-I,28,0,28,0,0,0,80.79,13.4673,77.24,13.7533,0
Gujarat,Sabarkantha,PMGSY-II,5,9,5,9,0,0,56.43,49.6961,56.43,33.5175,0
Gujarat,Surat,PMGSY-I,155,0,155,0,0,0,443.89,103.6383,436.02,106.1618,0
Gujarat,Surendranagar,PMGSY-III,13,22,13,0,0,22,138.9,122.08538,137.925,69.5419,0
Gujarat,Tapi,PMGSY-III,6,9,6,0,0,9,44.94,43.36424,44.783,26.7806,0
Haryana,Ambala,PMGSY-I,22,0,22,0,0,0,171.07,50.3457,170.734,53.1038,0
Haryana,Gurgaon,PMGSY-II,2,0,2,0,0,0,28.815,24.098,28.815,18.199,0
Haryana,Kurukshetra,PMGSY-I,27,0,27,0,0,0,262.52,83.8647,261.362,81.8396,0
Haryana,Kurukshetra,PMGSY-III,10,0,10,0,0,0,93.27,35.2041,90.858,31.5763,0
Haryana,Mewat,PMGSY-II,3,0,3,0,0,0,31.1,20.9209,31.1,15.7537,0
Haryana,Palwal,PMGSY-I,10,0,10,0,0,0,127.435,42.2248,127.385,31.6182,0
Haryana,Palwal,PMGSY-III,12,0,11,0,1,0,105.821,48.82524,103.023,43.1292,0.58
Haryana,Rewari,PMGSY-II,4,0,4,0,0,0,31.567,23.3616,30.526,18.717,0
Haryana,Rohtak,PMGSY-I,40,0,40,0,0,0,317.64,99.2378,317.72,93.2402,0
Haryana,Rohtak,PMGSY-II,2,0,2,0,0,0,18.432,13.7,18.112,9.4461,0
Haryana,Rohtak,PMGSY-III,26,0,26,0,0,0,229.577,97.72531,225.013,91.7552,0
Haryana,Sirsa,PMGSY-III,28,0,27,0,1,0,326.16,196.4264,320.067,173.077,3.73
"Himachal Pradesh",Hamirpur,PMGSY-III,21,0,0,0,21,0,177.91,175.77795,8.8,15.996,169.11
"Himachal Pradesh","Lahul And Spiti",PMGSY-I,27,0,27,0,0,0,287.435,41.1428,286.43,39.6189,0
"Himachal Pradesh",Shimla,PMGSY-I,484,8,458,8,26,0,3605.742,1335.84816,3445.46,1351.249,116.057
"Jammu And Kashmir",Anantnag,PMGSY-II,8,0,7,0,1,0,38,46.4836,35.393,35.4028,2
"Jammu And Kashmir",Anantnag,PMGSY-III,8,0,6,0,2,0,34.346,31.00592,32.52,23.0296,1.714
"Jammu And Kashmir",Bandipora,PMGSY-I,64,1,63,1,1,0,321.45,218.7124,315.314,198.539,1.2
"Jammu And Kashmir",Baramula,PMGSY-I,198,0,187,0,11,0,863.915,550.2794,795.524,467.3729,9.97
"Jammu And Kashmir",Ganderbal,PMGSY-I,109,4,108,4,1,0,334.84,237.2777,308.62,211.0589,0.46
"Jammu And Kashmir",Jammu,PMGSY-I,133,2,133,2,0,0,669.79,369.83915,647.281,330.4913,0
"Jammu And Kashmir",Jammu,PMGSY-III,15,20,5,0,10,20,111.15,226.0501,76.185,130.1566,34.965
"Jammu And Kashmir",Kathua,PMGSY-III,12,13,7,0,5,13,86.407,119.8515,55.005,79.3835,31.2
"Jammu And Kashmir",Kishtwar,PMGSY-I,127,25,99,17,28,8,1281.54,893.67974,1107.645,732.1423,153.42
"Jammu And Kashmir",Kupwara,PMGSY-II,16,0,16,0,0,0,62.25,79.56197,61.35,69.8861,0
"Jammu And Kashmir",Pulwama,PMGSY-I,120,0,120,0,0,0,330.63,200.9244,319.61,184.2638,0
"Jammu And Kashmir",Rajouri,PMGSY-I,281,29,278,29,3,0,1936.805,1167.5271,1933.712,1166.8092,0.4
"Jammu And Kashmir",Ramban,PMGSY-III,9,0,7,0,2,0,72.358,74.82583,65.205,58.0798,7.15
"Jammu And Kashmir",Shopian,PMGSY-I,85,0,85,0,0,0,290.15,172.09632,287.404,150.2352,0
"Jammu And Kashmir",Shopian,PMGSY-II,2,0,2,0,0,0,23.65,28.5239,23,21.8045,0
"Jammu And Kashmir",Shopian,PMGSY-III,12,1,9,0,3,1,84.854,101.90697,81.958,90.4552,2.37
Jharkhand,Chatra,PMGSY-I,376,36,376,35,0,1,1302.21,568.75223,1284.745,516.8874,0
Jharkhand,Chatra,PMGSY-III,22,11,11,0,11,11,183.866,144.75469,131.585,124.2726,50.287
Jharkhand,Dumka,PM-JANMAN,2,0,0,0,2,0,3.26,3.8436,0,0,3.26
Jharkhand,Garhwa,PMGSY-I,298,40,298,40,0,0,1165.382,429.49684,1148.542,381.7784,0
Jharkhand,Hazaribagh,PMGSY-II,6,2,6,2,0,0,63.115,56.62399,63.115,38.7327,0
Jharkhand,Jamtara,PMGSY-I,228,5,228,5,0,0,721.994,251.40775,713.172,226.4018,0
Jharkhand,Koderma,PMGSY-II,4,0,4,0,0,0,41.951,21.10256,41.951,16.0668,0
Jharkhand,Koderma,RCPLWEA,1,0,1,0,0,0,23.66,17.6847,23.66,21.5079,0
Jharkhand,Koderma,PMGSY-III,11,2,7,0,4,2,85.308,52.33118,67.88,50.1489,18.07
Jharkhand,Latehar,PMGSY-I,215,22,210,21,5,1,979.791,379.03615,950.07,356.2101,14.4
Jharkhand,Lohardaga,PMGSY-III,10,1,3,0,7,1,85.5,47.69468,39.815,28.9961,45.685
Jharkhand,Pakur,PMGSY-II,5,0,5,0,0,0,61.25,44.0773,60.308,34.0049,0
Jharkhand,Palamu,RCPLWEA,14,10,8,7,6,3,110.547,141.3135,79.506,122.3278,29.938
Jharkhand,Palamu,PMGSY-III,25,13,0,0,25,13,223.406,175.30965,2.237,57.3089,221.169
Jharkhand,"Purbi Singhbhum",RCPLWEA,5,2,1,2,4,0,21.65,29.89835,11.5,19.0701,10.15
Jharkhand,"Purbi Singhbhum",PMGSY-III,17,12,5,0,12,12,178.091,151.07022,120.285,74.1769,56.928
Jharkhand,Ramgarh,PMGSY-I,112,9,112,9,0,0,398.595,142.54375,383.529,109.2116,0
Jharkhand,Ramgarh,RCPLWEA,6,4,6,3,0,1,18.83,33.04645,18.417,31.1611,0
Karnataka,Bagalkot,PMGSY-II,8,0,8,0,0,0,69.78,30.3636,69.6,30.8468,0
Karnataka,"Bangalore R",PMGSY-II,12,0,12,0,0,0,69.68,25.1195,68.603,25.6851,0
Karnataka,"Bangalore U",PMGSY-I,62,0,62,0,0,0,330.9,73.1629,330.9,81.0467,0
Karnataka,"Bangalore U",PMGSY-II,10,0,10,0,0,0,54.67,18.7393,52.416,17.9575,0
Karnataka,Bellary,PMGSY-III,29,1,26,1,3,0,214.017,132.70317,190.415,122.5451,18.88
Karnataka,Bijapur,PMGSY-III,33,0,29,0,4,0,238.02,143.9942,218.055,140.3941,12.15
Karnataka,Chamarajanagar,PMGSY-II,8,0,8,0,0,0,69.74,27.4781,71.44,28.4693,0
Karnataka,Chickballapur,PMGSY-II,10,0,10,0,0,0,68.42,25.4236,68.42,25.1018,0
Karnataka,Chickmagalur,PMGSY-II,8,0,8,0,0,0,70.8,36.6656,71.5,32.7366,0
Karnataka,Dharwad,PMGSY-I,65,1,65,1,0,0,438.49,91.2239,438.295,103.9181,0
Karnataka,Gulbarga,PMGSY-I,87,7,87,7,0,0,746.158,146.7877,746.158,157.4206,0
Karnataka,Gulbarga,PMGSY-II,7,0,7,0,0,0,90.93,42.5675,89.62,41.1667,0
Karnataka,Kodagu,PMGSY-II,6,2,6,2,0,0,40.07,28.9295,40.11,30.5761,0
Karnataka,Kodagu,PMGSY-III,13,0,13,0,0,0,83.838,59.01469,82.948,61.9655,0
Karnataka,Kolar,PMGSY-II,10,0,10,0,0,0,64.99,24.0913,64.95,24.9098,0
Karnataka,Mandya,PMGSY-II,11,0,11,0,0,0,70.27,24.5324,70.27,25.3148,0
Karnataka,Yadgir,PMGSY-I,36,1,36,1,0,0,240.49,48.2724,240.49,52.9383,0
Kerala,Kollam,PMGSY-II,11,0,11,0,0,0,44.755,38.4829,44.71,33.4289,0
Kerala,Kozhikode,PMGSY-I,131,0,131,0,0,0,289.146,133.6686,288.693,148.3,0
Kerala,Kozhikode,PMGSY-II,9,0,9,0,0,0,28.656,27.23771,28.448,23.9511,0
Kerala,Pathanamthitta,PMGSY-I,78,0,75,0,3,0,186.627,88.0831,174.127,106.5896,8
Ladakh,Kargil,PMGSY-I,88,2,83,2,5,0,624.385,488.9227,594.99,442.2754,13.5
Ladakh,Kargil,PMGSY-III,27,0,2,0,25,0,209.43,228.9736,12.7,46.8228,196.23
Ladakh,Leh,PMGSY-I,40,0,39,0,1,0,499.73,317.1121,409.105,258.1729,8
Ladakh,Leh,PMGSY-II,5,0,5,0,0,0,36.03,33.0628,35.992,27.4632,0
Ladakh,Leh,PMGSY-III,28,0,0,0,28,0,246.195,244.06395,13.72,17.3737,232.475
"Madhya Pradesh",Anuppur,PMGSY-II,3,0,3,0,0,0,69.85,43.8586,65.6,34.6857,0
"Madhya Pradesh","Ashok Nagar",PM-JANMAN,22,0,0,0,22,0,40.96,33.95625,0,0,40.96
"Madhya Pradesh",Balaghat,PMGSY-I,581,9,579,9,2,0,2289.165,608.85235,2232.483,620.6526,5.045
"Madhya Pradesh",Balaghat,RCPLWEA,35,43,5,15,30,28,337.47,477.24568,80.42,258.4955,255.005
"Madhya Pradesh",Betul,PMGSY-I,660,38,660,38,0,0,2682.815,922.72559,2551.232,944.487,0
"Madhya Pradesh",Bhind,PMGSY-II,5,0,5,0,0,0,66.78,51.2411,66.528,53.8182,0
"Madhya Pradesh",Burhanpur,PMGSY-II,6,1,6,1,0,0,28.95,20.2889,28.88,16.6051,0
"Madhya Pradesh",Chhatarpur,PMGSY-III,40,3,32,2,8,1,314.68,201.6332,300.023,139.2378,12.99
"Madhya Pradesh",Chhindwara,PMGSY-I,845,17,845,15,0,2,3419.285,1109.39039,3318.126,1083.0287,0
"Madhya Pradesh",Damoh,PMGSY-III,19,19,19,15,0,4,283.775,229.04376,275.94,179.7164,0
"Madhya Pradesh",Datia,PMGSY-II,3,0,3,0,0,0,44.542,29.9998,44.542,24.1808,0
"Madhya Pradesh",Datia,PM-JANMAN,3,0,0,0,3,0,4.05,3.04885,1.01,0,3.04
"Madhya Pradesh",Dewas,PMGSY-I,374,22,374,22,0,0,1422.735,539.7617,1362.9,514.5918,0
"Madhya Pradesh",Dindori,PM-JANMAN,31,0,0,0,31,0,76.03,60.75192,0.55,0,75.48
"Madhya Pradesh",Guna,PMGSY-II,6,3,6,3,0,0,82.38,64.37521,80.237,57.459,0
"Madhya Pradesh",Gwalior,PMGSY-II,11,2,11,2,0,0,82.775,61.2194,83.531,53.241,0
"Madhya Pradesh",Gwalior,PMGSY-III,16,8,14,5,2,3,159.66,141.10122,147.774,92.2877,9.5
"Madhya Pradesh",Harda,PMGSY-III,11,9,7,5,4,4,117.94,84.12113,105.032,63.5437,12.29
"Madhya Pradesh",Indore,PMGSY-II,4,6,4,6,0,0,75.825,54.8604,69.022,50.7731,0
"Madhya Pradesh",Indore,PMGSY-III,13,20,8,10,5,10,151.12,179.26063,118.337,103.4383,31.972
"Madhya Pradesh",Jhabua,PMGSY-III,22,23,22,18,0,5,228.838,184.2143,227.726,137.6786,0
"Madhya Pradesh",Khargone,PMGSY-I,479,38,479,37,0,1,2052.005,696.55118,1952.571,640.905,0
"Madhya Pradesh",Mandla,PM-JANMAN,28,0,0,0,28,0,70.465,49.11254,16.363,0,54.102
"Madhya Pradesh",Mandsour,PMGSY-I,355,4,355,4,0,0,1675.945,527.265,1635.379,443.3134,0
"Madhya Pradesh",Mandsour,PMGSY-II,5,7,5,7,0,0,93.581,71.2707,90.562,64.2365,0
"Madhya Pradesh",Morena,PMGSY-II,8,2,8,2,0,0,102.088,70.2807,101.687,56.8822,0
"Madhya Pradesh",Morena,PMGSY-III,22,13,19,11,3,2,269.264,218.71788,255.203,152.5829,7.32
"Madhya Pradesh",Neemuch,PMGSY-II,3,2,3,2,0,0,56.46,42.4354,56.064,38.7124,0
"Madhya Pradesh",Neemuch,PMGSY-III,9,12,9,11,0,1,134.074,116.00475,131.304,73.1648,0
"Madhya Pradesh",Rewa,PMGSY-II,9,2,9,2,0,0,144.68,93.1047,141.7,83.7119,0
"Madhya Pradesh",Seoni,PMGSY-III,19,25,19,22,0,3,312.185,260.39721,307.122,190.3056,0
"Madhya Pradesh",Shajapur,PMGSY-III,12,31,10,21,2,10,170.64,175.35133,154.365,107.5799,13.215
"Madhya Pradesh",Sheopur,PM-JANMAN,9,0,0,0,9,0,18.97,14.48498,0,0,18.97
"Madhya Pradesh",Shivpuri,PMGSY-I,526,13,526,13,0,0,2123.238,632.83899,2047.805,503.7602,0
"Madhya Pradesh",Sidhi,PMGSY-I,295,4,294,3,1,1,1930.483,528.0658,1751.733,470.2664,4.8
"Madhya Pradesh",Sidhi,PMGSY-II,1,2,1,2,0,0,17.225,11.1029,17.225,9.6652,0
"Madhya Pradesh",Sidhi,PMGSY-III,18,2,16,1,2,1,192.8,119.032,167.583,71.1126,24.1
"Madhya Pradesh",Singrauli,PMGSY-II,2,0,2,0,0,0,48.7,31.1032,48.682,28.4263,0
"Madhya Pradesh",Singrauli,PM-JANMAN,15,0,0,0,15,0,50.74,36.19654,0,0,50.74
"Madhya Pradesh",Tikamgarh,PMGSY-III,23,4,23,1,0,3,215.698,159.14235,214.144,101.0182,0
"Madhya Pradesh",Umaria,PM-JANMAN,10,0,0,0,10,0,30.75,21.3911,0,0,30.75
Maharashtra,Ahmednagar,PMGSY-I,203,15,202,15,1,0,1269.835,376.01638,1225.623,368.8257,0.56
Maharashtra,Ahmednagar,PMGSY-II,19,3,19,3,0,0,133.9,72.7943,126.53,68.16,0
Maharashtra,Akola,PMGSY-I,125,15,125,15,0,0,622.99,165.1223,607.89,162.5296,0
Maharashtra,Aurangabad,PMGSY-III,27,15,15,0,12,15,192.031,187.14919,111.052,103.6158,79.326
Maharashtra,Dhule,PMGSY-I,168,50,166,50,2,0,785.565,321.2574,748.235,307.7749,20.91
Maharashtra,Gondia,PMGSY-I,241,13,240,13,1,0,853.052,183.9845,819.547,172.6935,0.8
Maharashtra,Gondia,PMGSY-III,31,2,29,0,2,2,186.55,148.23996,178.988,54.2233,5.546
Maharashtra,Hingoli,PMGSY-II,6,1,6,1,0,0,33.9,21.0556,33.9,19.3926,0
Maharashtra,Kolhapur,PMGSY-II,12,0,12,0,0,0,70.77,34.5714,69.68,34.0056,0
Maharashtra,Latur,PMGSY-I,196,44,196,44,0,0,617.392,178.2271,617.392,186.0695,0
Maharashtra,Nanded,PMGSY-I,119,20,119,20,0,0,644.39,160.0989,612.78,166.7206,0
Maharashtra,Nanded,PMGSY-III,32,6,9,0,23,6,229.88,201.60696,88.099,87.0278,139.606
Maharashtra,Nandurbar,PMGSY-II,5,1,5,1,0,0,39.55,19.0165,33.025,20.45,0
Maharashtra,Nashik,PMGSY-I,212,26,212,26,0,0,1221.777,350.47184,1102.245,330.6126,0
Maharashtra,Nashik,PMGSY-II,20,4,20,4,0,0,138.255,79.8756,137.725,84.012,0
Maharashtra,Pune,PMGSY-II,19,0,19,0,0,0,128.54,71.0317,124.44,68.8709,0
Maharashtra,Sangali,PMGSY-III,29,0,10,0,19,0,180.753,144.66676,74.026,61.7141,106.301
Maharashtra,Sindhudurg,PMGSY-III,39,0,0,0,39,0,168.688,141.41354,5.45,5.2321,163.238
Maharashtra,Thane,PMGSY-I,43,0,43,0,0,0,115.012,38.8165,110.396,32.9066,0
Maharashtra,Washim,PMGSY-I,104,9,104,9,0,0,479.75,102.462,473.08,98.9662,0
Maharashtra,Yavatmal,PMGSY-II,13,5,13,5,0,0,82.94,49.785,82.94,52.8659,0
Manipur,Bishnupur,PMGSY-I,149,7,147,6,2,1,362.089,161.94646,389.07,145.0028,0
Manipur,"Imphal East",PMGSY-I,242,35,242,25,0,10,522.193,367.55554,529.163,348.165,0
Manipur,Ukhrul,PMGSY-I,190,28,165,25,25,3,1866.304,817.54852,1641.723,744.7874,224.1
Manipur,Ukhrul,PMGSY-II,3,0,3,0,0,0,39,33.217,39,26.6118,0
Manipur,Ukhrul,PMGSY-III,5,0,0,0,5,0,53.4,42.698,0,0,53.4
Meghalaya,"East Garo Hills",PMGSY-III,15,8,0,0,15,8,93.738,114.14796,1.86,5.8518,91.878
Meghalaya,Jaintia,PMGSY-I,119,1,117,1,2,0,406.841,190.58205,390.968,171.922,8.313
Meghalaya,Jaintia,PMGSY-II,10,1,9,0,1,1,58.889,39.38488,53.065,35.5946,2.7
Meghalaya,"South Garo Hills",PMGSY-II,10,6,7,6,3,0,57.631,60.78697,53.431,57.9345,4.2
Mizoram,Champhai,PMGSY-II,1,0,1,0,0,0,60,95.2352,60,87.8885,0
Mizoram,Lawngtlai,PMGSY-II,1,0,0,0,1,0,32,25.8464,27,21.1559,5
Mizoram,Lunglei,PMGSY-II,1,0,1,0,0,0,30.5,40.8027,30.2,38.9444,0
Mizoram,Lunglei,PMGSY-III,3,0,0,0,3,0,131.5,169.8143,0,0,131.5
Nagaland,Dimapur,PMGSY-I,19,2,19,2,0,0,181.51,39.1451,181.51,36.381,0
Nagaland,Dimapur,PMGSY-II,1,0,1,0,0,0,12.7,11.1485,12.7,11.1208,0
Nagaland,Dimapur,PMGSY-III,3,0,0,0,3,0,23.18,18.2512,0,0,23.18
Nagaland,Longleng,PMGSY-III,1,0,0,0,1,0,13.7,10.9094,0,0,13.7
Nagaland,Niuland,PMGSY-I,6,0,6,0,0,0,57,14.0287,57,14.5873,0
Nagaland,Peren,PMGSY-I,29,5,25,5,4,0,375.64,120.3107,362.14,111.5764,13.5
Nagaland,Phek,PMGSY-III,5,0,0,0,5,0,50.711,51.27989,0,0,50.711
Nagaland,Tuensang,PMGSY-III,6,0,0,0,6,0,67.17,66.0042,0,0,67.17
Nagaland,Zunheboto,PMGSY-III,8,0,0,0,8,0,103.31,110.9257,0,0,103.31
Odisha,Bargarh,PMGSY-I,593,4,593,4,0,0,2056.541,714.37148,1945.182,693.789,0
Odisha,Bhadrak,PMGSY-I,455,5,455,5,0,0,1670.84,731.4234,1514.227,743.5553,0
Odisha,Bhadrak,PMGSY-III,34,1,26,0,8,1,198.23,115.9142,169.502,95.4391,29.656
Odisha,Boudh,PMGSY-II,6,0,6,0,0,0,35.901,14.6532,35.71,13.4258,0
Odisha,Deogarh,PMGSY-II,4,0,4,0,0,0,35.9,15.437,36.726,14.8763,0
Odisha,Deogarh,PM-JANMAN,4,0,0,0,4,0,24.67,22.0606,0,0,24.67
Odisha,Dhenkanal,PMGSY-I,400,9,400,9,0,0,1202.851,457.51093,1153.66,436.0007,0
Odisha,Dhenkanal,PMGSY-III,35,0,33,0,2,0,286.46,181.3097,265.306,160.8464,11.51
Odisha,Gajapati,PMGSY-III,36,0,36,0,0,0,198,124.7562,196.758,118.2245,0
Odisha,Ganjam,PM-JANMAN,6,1,0,0,6,1,23.23,30.2682,0,0,23.23
Odisha,Jajpur,PMGSY-II,34,0,34,0,0,0,112.007,49.8446,109.56,43.5532,0
Odisha,Kandhamal,RCPLWEA,2,0,0,0,2,0,26.47,21.5269,0,5.8652,26.47
Odisha,Kendrapara,PMGSY-I,397,5,397,5,0,0,1550.057,762.6803,1514.899,789.2279,0
Odisha,Koraput,PMGSY-III,66,2,63,2,3,0,449.21,264.73846,443.172,231.756,2.42
Odisha,Mayurbhanj,PMGSY-I,1263,32,1263,32,0,0,4546.134,1828.07024,4349.94,1866.873,0
Odisha,Nawarangpur,PMGSY-I,600,8,600,8,0,0,2492.194,866.7966,2429.296,852.3055,0
Odisha,Nawarangpur,PMGSY-II,15,2,15,2,0,0,119.74,68.7833,121.258,66.4907,0
Odisha,Nawarangpur,PMGSY-III,46,5,16,0,30,5,301.296,217.7506,240.807,143.483,59.828
Odisha,Nayagarh,PMGSY-I,351,11,350,11,1,0,1251.285,627.21815,1202.438,603.8598,2.9
Odisha,Nayagarh,PMGSY-II,15,0,15,0,0,0,94.85,42.3755,93.339,37.3433,0
Odisha,Puri,PMGSY-II,24,0,24,0,0,0,126.72,54.52572,124.129,46.4256,0
Odisha,Rayagada,PMGSY-III,47,5,39,5,8,0,359.817,257.217,342.202,215.4223,18.972
Odisha,Sonepur,PMGSY-II,19,1,19,1,0,0,73.086,36.7171,71.652,33.5135,0
Odisha,Sundargarh,PM-JANMAN,2,0,0,0,2,0,2.2,2.0858,0,0,2.2
Punjab,Amritsar,PMGSY-II,12,0,12,0,0,0,126.07,79.9336,126.07,64.0289,0
Punjab,Barnala,PMGSY-II,3,1,3,1,0,0,40.45,28.6027,40.45,22.5468,0
Punjab,Firozpur,PMGSY-I,45,0,45,0,0,0,372.25,150.1196,372.25,141.0121,0
Punjab,Hoshiarpur,PMGSY-III,21,0,13,0,8,0,286.665,230.9857,165.445,105.3024,121.22
Punjab,Jalandhar,PMGSY-II,2,0,2,0,0,0,20.15,13.9106,20.15,11.7305,0
Punjab,Jalandhar,PMGSY-III,17,0,9,0,8,0,184.92,141.42172,98.3,47.0329,86.44
Punjab,Kapurthala,PMGSY-II,1,0,1,0,0,0,13.69,7.46961,13.69,6.2182,0
Punjab,Ludhiana,PMGSY-I,66,0,66,0,0,0,531.994,251.5569,531.995,241.9727,0
Punjab,Mansa,PMGSY-II,14,0,14,0,0,0,173.4,109.1393,173.3,100.1623,0
Punjab,Mansa,PMGSY-III,6,1,6,0,0,1,47.35,38.4315,47.35,33.4994,0
